student_id,name,department,year,gender,cgpa,semester,attendance_percentage,company,placement_status,package_lpa,department_name,hod
S0432,Abhinav Das,CE,2,Male,7.62,S5,96.7,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0433,Athira Kumar,CSE,4,Male,7.86,S8,80.1,,Not Placed,0.0,Computer Science and Engineering,Dr. Suresh Nair
S0434,Athira Kumar,CE,1,Male,8.01,S6,88.6,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0435,Harish Das,ME,1,Male,8.03,S2,82.3,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0436,Diya Varma,ME,3,Female,7.41,S8,81.5,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0437,Sanjay Kumar,ME,3,Male,6.95,S8,77.3,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0438,Diya Thomas,CE,3,Male,7.77,S6,76.6,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0439,Meera Das,ME,3,Female,7.61,S8,89.1,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0440,Abhinav Thomas,IT,3,Female,7.41,S3,84.3,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0441,Sneha Sharma,CE,1,Male,6.83,S4,83.1,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0442,Fathima Reddy,ME,2,Male,7.88,S8,84.0,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0443,Abhinav Joseph,IT,1,Male,8.29,S4,75.9,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0444,Sreeram Das,EEE,4,Male,7.31,S6,92.6,Infosys,Placed,7.64,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0445,Nikhil Nair,ME,3,Male,7.09,S7,73.3,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0446,Anu Kumar,CE,2,Male,6.84,S1,77.2,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0447,Sanjay Thomas,ECE,2,Male,8.01,S1,87.8,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0448,Diya Menon,ME,4,Male,6.91,S7,77.6,Cognizant,Placed,3.08,Mechanical Engineering,Dr. Manoj Thomas
S0449,Nandana Menon,ECE,1,Male,9.49,S7,100.0,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0450,Nikhil Menon,IT,3,Male,7.52,S7,88.3,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0451,Rohan Reddy,EEE,2,Female,5.66,S2,63.6,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0452,Keerthi Joseph,CSE,3,Female,7.93,S1,96.1,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0453,Adithya Das,EEE,1,Female,7.54,S7,76.4,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0454,Diya Joseph,ME,4,Male,8.44,S2,88.1,,Not Placed,0.0,Mechanical Engineering,Dr. Manoj Thomas
S0455,Nikhil Joseph,ECE,4,Male,7.93,S5,78.0,Deloitte,Placed,7.24,Electronics and Communication Engineering,Dr. Priya Menon
S0456,Meera Thomas,ECE,3,Male,7.03,S8,69.1,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0457,Meera Sharma,CE,3,Female,7.27,S2,86.3,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0458,Amal Nair,ECE,4,Female,7.96,S1,100.0,TCS,Placed,7.93,Electronics and Communication Engineering,Dr. Priya Menon
S0459,Anu Kumar,CE,3,Male,5.77,S6,63.1,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0460,Joel Varma,IT,1,Female,8.92,S5,99.4,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0461,Meera Thomas,CSE,3,Male,7.29,S1,74.1,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0462,Fathima Thomas,ME,3,Male,8.68,S8,86.7,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0463,Rohan Varma,CE,2,Female,7.81,S2,96.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0464,Midhun Pillai,CSE,3,Female,8.45,S3,75.5,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0465,Sreeram Das,ECE,4,Female,8.62,S4,74.3,IBM,Placed,5.06,Electronics and Communication Engineering,Dr. Priya Menon
S0466,Nandana Pillai,ECE,4,Female,8.16,S8,82.3,UST,Placed,8.07,Electronics and Communication Engineering,Dr. Priya Menon
S0467,Vishnu Reddy,CSE,2,Male,8.49,S1,91.4,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0468,Sanjay Sharma,ECE,1,Female,7.57,S7,83.2,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0469,Anu Sharma,IT,4,Male,8.15,S2,86.3,IBM,Placed,8.06,Information Technology,Dr. Deepa Sharma
S0470,Rohan Pillai,IT,4,Female,7.38,S7,78.0,Wipro,Placed,4.04,Information Technology,Dr. Deepa Sharma
S0471,Nikhil Thomas,CSE,1,Male,7.68,S7,86.8,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0472,Nikhil Varma,CE,4,Female,9.07,S7,63.3,TCS,Placed,5.87,Civil Engineering,Dr. Anil Joseph
S0473,Aiswarya Thomas,CE,4,Male,6.85,S7,67.2,TCS,Placed,3.59,Civil Engineering,Dr. Anil Joseph
S0474,Vishnu Varma,CSE,2,Female,8.07,S7,81.6,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0475,Aiswarya Das,CE,3,Male,7.59,S5,85.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0476,Joel Das,CE,2,Female,7.25,S1,90.2,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0477,Harish Reddy,IT,1,Male,8.26,S8,75.9,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0478,Neha Varma,CE,2,Male,7.97,S1,94.9,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0479,Nandana Das,EEE,4,Male,6.86,S8,69.9,,Not Placed,0.0,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0480,Harish Kumar,ME,1,Male,7.63,S4,78.2,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0481,Amal Thomas,ECE,2,Female,6.83,S2,79.0,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0482,Sneha Nair,EEE,2,Male,8.23,S3,81.8,,Not Applicable,,Electrical and Electronics Engineering,Dr. Rajesh Kumar
S0483,Joel Das,CE,3,Female,7.64,S5,89.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0484,Joel Sharma,IT,4,Male,7.92,S2,77.8,,Not Placed,0.0,Information Technology,Dr. Deepa Sharma
S0485,Nandana Reddy,CSE,2,Male,8.48,S5,81.9,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0486,Vishnu Pillai,CE,2,Female,7.28,S8,86.4,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0487,Rohan Varma,IT,3,Female,8.58,S1,79.2,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0488,Adithya Reddy,ME,2,Male,6.79,S7,75.8,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0489,Nandana Nair,CE,1,Male,8.63,S4,71.5,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0490,Adithya Menon,CSE,2,Female,7.51,S4,94.9,,Not Applicable,,Computer Science and Engineering,Dr. Suresh Nair
S0491,Athira Reddy,IT,1,Male,6.49,S6,82.3,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0492,Adithya Pillai,IT,1,Female,7.59,S3,100.0,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0493,Diya Menon,IT,2,Female,7.5,S4,90.5,,Not Applicable,,Information Technology,Dr. Deepa Sharma
S0494,Keerthi Varma,ME,2,Female,7.28,S7,66.8,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0495,Nandana Varma,CE,4,Male,7.69,S1,85.8,,Not Placed,0.0,Civil Engineering,Dr. Anil Joseph
S0496,Fathima Kumar,ME,2,Female,8.43,S3,76.7,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
S0497,Harish Joseph,ECE,3,Male,7.55,S8,93.1,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0498,Meera Reddy,ECE,3,Male,7.15,S2,66.1,,Not Applicable,,Electronics and Communication Engineering,Dr. Priya Menon
S0499,Sreeram Sharma,CE,1,Male,6.6,S8,61.9,,Not Applicable,,Civil Engineering,Dr. Anil Joseph
S0500,Sanjay Sharma,ME,3,Male,7.18,S7,61.8,,Not Applicable,,Mechanical Engineering,Dr. Manoj Thomas
